,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_temperature,weather_wind_mph,score_home,score_away,stadium_neutral,home_favorite,away_favorite,hm_avg_pts_diff,aw_avg_pts_diff,elo1_pre,elo2_pre,qbelo_prob1,over,result
172,1979-11-25,1979,13,CIN,ARI,CIN,-2.0,42.0,42.0,11.0,34,28,0,1.0,0.0,-5.0,-1.75,1440.416,1448.312,0.59145064385,1.0,1
174,1979-11-25,1979,13,GB,PHI,PHI,-4.0,36.0,35.0,6.0,10,21,0,0.0,1.0,-3.8333333333333335,0.8333333333333334,1404.651,1561.377,0.360301901727,0.0,0
175,1979-11-25,1979,13,NE,BUF,NE,-10.0,41.0,62.0,11.0,13,16,0,1.0,0.0,8.333333333333334,2.0,1596.056,1462.809,0.752551178075,0.0,0
176,1979-11-25,1979,13,NYG,WAS,WAS,-3.0,36.0,61.0,10.0,14,6,0,0.0,1.0,-3.3333333333333335,2.5833333333333335,1436.946,1570.401,0.381369144011,0.0,1
177,1979-11-25,1979,13,PIT,CLE,PIT,-10.0,42.0,49.0,6.0,33,30,0,1.0,0.0,8.833333333333334,1.0,1688.548,1547.894,0.741885166231,1.0,1
178,1979-11-25,1979,13,LAC,KC,LAC,-10.0,38.0,60.0,5.0,28,7,0,1.0,0.0,8.416666666666666,-1.5833333333333333,1655.418,1430.957,0.827417946829,0.0,1
179,1979-11-25,1979,13,SF,LAR,LAR,-6.0,39.0,55.0,10.0,20,26,0,0.0,1.0,-8.75,-0.3333333333333333,1283.755,1530.742,0.342269807268,1.0,0
180,1979-11-25,1979,13,TB,MIN,TB,-8.0,36.0,75.0,12.0,22,23,0,1.0,0.0,5.333333333333333,-6.333333333333333,1504.187,1412.509,0.711965630913,1.0,0
181,1979-11-26,1979,13,SEA,NYJ,SEA,-6.0,45.0,72.0,0.0,30,7,0,1.0,0.0,-0.9166666666666666,-3.3333333333333335,1509.184,1474.36,0.650859832494,0.0,1
182,1979-11-29,1979,14,MIA,NE,MIA,-6.0,38.0,73.0,11.0,39,24,0,1.0,0.0,4.153846153846154,7.461538461538462,1567.729,1572.961,0.573593907849,1.0,1
183,1979-12-02,1979,14,BUF,DEN,DEN,-2.0,36.0,25.0,14.0,16,19,0,0.0,1.0,2.076923076923077,3.0,1485.903,1612.975,0.388881294656,0.0,0
184,1979-12-02,1979,14,CLE,TEN,CLE,-1.0,44.0,28.0,15.0,14,7,0,1.0,0.0,0.6923076923076923,3.1538461538461537,1541.952,1631.528,0.456163611923,0.0,1
185,1979-12-02,1979,14,DAL,NYG,DAL,-11.0,38.0,41.0,7.0,28,7,0,1.0,0.0,2.230769230769231,-2.4615384615384617,1584.992,1464.035,0.743010902755,0.0,1
186,1979-12-02,1979,14,KC,SEA,SEA,-1.0,41.0,21.0,10.0,37,21,0,0.0,1.0,-3.076923076923077,0.9230769230769231,1422.275,1531.083,0.414664102965,1.0,1
187,1979-12-02,1979,14,LAR,MIN,LAR,-7.0,38.0,64.0,9.0,27,21,0,1.0,0.0,0.15384615384615385,-5.769230769230769,1540.076,1423.126,0.656717002732,1.0,1
188,1979-12-02,1979,14,NYJ,IND,NYJ,-6.0,38.0,36.0,13.0,30,17,0,1.0,0.0,-4.846153846153846,-6.769230769230769,1452.461,1377.757,0.682439586134,1.0,1
189,1979-12-02,1979,14,PHI,DET,PHI,-8.0,37.0,34.0,12.0,44,7,0,1.0,0.0,1.6153846153846154,-6.615384615384615,1579.076,1363.953,0.82234031938,1.0,1
190,1979-12-02,1979,14,PIT,CIN,PIT,-14.0,44.0,28.0,12.0,37,17,0,1.0,0.0,8.384615384615385,-4.153846153846154,1694.49,1456.293,0.848406822126,1.0,1
191,1979-12-02,1979,14,LAC,ATL,LAC,-14.0,42.0,64.0,6.0,26,28,0,1.0,0.0,9.384615384615385,-6.076923076923077,1664.101,1372.759,0.888341071139,1.0,0
192,1979-12-02,1979,14,ARI,SF,ARI,-6.0,43.0,23.0,9.0,13,10,0,1.0,0.0,-2.076923076923077,-8.538461538461538,1432.435,1274.42,0.778019312781,0.0,1
193,1979-12-02,1979,14,TB,CHI,TB,-4.0,36.0,53.0,9.0,0,14,0,1.0,0.0,4.846153846153846,0.46153846153846156,1493.57,1474.733,0.633907945562,0.0,0
194,1979-12-02,1979,14,WAS,GB,WAS,-9.0,34.0,39.0,15.0,38,21,0,1.0,0.0,1.7692307692307692,-4.384615384615385,1543.312,1386.952,0.802879273203,1.0,1
196,1979-12-08,1979,15,PHI,DAL,DAL,-3.0,40.0,44.0,21.0,17,24,0,0.0,1.0,4.142857142857143,3.5714285714285716,1589.804,1599.546,0.574112004945,1.0,0
197,1979-12-08,1979,15,SEA,DEN,DEN,-3.0,39.0,72.0,0.0,28,23,0,0.0,1.0,-0.2857142857142857,3.0,1498.549,1624.074,0.407930618375,1.0,1
198,1979-12-09,1979,15,ATL,LAR,LAR,-3.0,39.0,42.0,11.0,13,34,0,0.0,1.0,-5.5,0.5714285714285714,1395.991,1549.412,0.438942781447,1.0,0
199,1979-12-09,1979,15,IND,KC,PICK,0.0,36.0,35.0,11.0,7,10,0,0.0,0.0,-7.214285714285714,-1.7142857142857142,1362.415,1454.808,0.439091027441,0.0,0
200,1979-12-09,1979,15,DET,MIA,MIA,-7.0,36.0,72.0,0.0,10,28,0,0.0,1.0,-8.785714285714286,4.928571428571429,1353.225,1590.124,0.283030618516,1.0,0
201,1979-12-09,1979,15,GB,CHI,CHI,-4.0,36.0,29.0,17.0,14,15,0,0.0,1.0,-5.285714285714286,1.4285714285714286,1375.474,1509.551,0.367664859145,0.0,0
202,1979-12-09,1979,15,MIN,BUF,MIN,-2.0,36.0,32.0,12.0,10,3,0,1.0,0.0,-5.785714285714286,1.7142857142857142,1413.79,1474.804,0.500075092296,0.0,1
203,1979-12-09,1979,15,NO,LAC,NO,-4.0,45.0,72.0,0.0,0,35,0,1.0,0.0,2.142857142857143,8.571428571428571,1486.577,1640.869,0.34294304389,0.0,0
204,1979-12-09,1979,15,NYJ,NE,NE,-4.0,44.0,32.0,14.0,27,26,0,0.0,1.0,-3.5714285714285716,5.857142857142857,1467.803,1550.567,0.480735318824,1.0,1
206,1979-12-09,1979,15,SF,TB,TB,-3.0,38.0,52.0,6.0,23,7,0,0.0,1.0,-8.142857142857142,3.5,1268.96,1458.752,0.347728834101,0.0,1
207,1979-12-09,1979,15,ARI,NYG,ARI,-2.0,36.0,39.0,11.0,29,20,0,1.0,0.0,-1.7142857142857142,-3.7857142857142856,1437.895,1449.481,0.500200173011,1.0,1
208,1979-12-09,1979,15,WAS,CIN,WAS,-6.0,42.0,39.0,10.0,28,14,0,1.0,0.0,2.857142857142857,-5.285714285714286,1554.79,1448.339,0.729222513737,0.0,1
209,1979-12-10,1979,15,TEN,PIT,PIT,-3.0,42.5,72.0,0.0,20,17,0,0.0,1.0,2.4285714285714284,9.214285714285714,1609.014,1702.445,0.444592054745,0.0,1
210,1979-12-15,1979,16,DET,GB,DET,-3.0,34.0,72.0,0.0,13,18,0,1.0,0.0,-9.4,-5.0,1338.422,1370.073,0.547012836844,0.0,0
211,1979-12-15,1979,16,MIA,NYJ,MIA,-6.0,45.0,75.0,7.0,24,27,0,1.0,0.0,5.8,-3.2666666666666666,1604.926,1475.148,0.704451603366,1.0,0
212,1979-12-16,1979,16,ATL,SF,ATL,-3.0,45.0,46.0,11.0,31,21,0,1.0,0.0,-6.533333333333333,-6.533333333333333,1373.678,1309.343,0.650116699924,1.0,1
213,1979-12-16,1979,16,CHI,ARI,CHI,-4.0,37.0,29.0,19.0,42,6,0,1.0,0.0,1.4,-1.0,1514.952,1456.946,0.700318293409,1.0,1
214,1979-12-16,1979,16,CIN,CLE,CIN,-1.0,41.0,34.0,16.0,16,12,0,1.0,0.0,-5.866666666666666,0.7333333333333333,1434.697,1551.116,0.426697091137,0.0,1
215,1979-12-16,1979,16,DAL,WAS,DAL,-8.0,39.5,40.0,12.0,35,34,0,1.0,0.0,3.8,3.6,1624.24,1568.432,0.637808394393,1.0,1
216,1979-12-16,1979,16,TEN,PHI,TEN,-4.0,39.0,72.0,0.0,20,26,0,1.0,0.0,2.466666666666667,3.4,1624.205,1565.11,0.671036251139,1.0,0
217,1979-12-16,1979,16,LAR,NO,LAR,-6.0,42.0,57.0,7.0,14,29,0,1.0,0.0,1.9333333333333333,-0.3333333333333333,1571.725,1460.8,0.683412617738,1.0,0
218,1979-12-16,1979,16,NE,MIN,NE,-5.0,40.0,40.0,14.0,27,23,0,1.0,0.0,5.4,-4.933333333333334,1543.222,1434.309,0.723633315419,1.0,1
219,1979-12-16,1979,16,NYG,IND,NYG,-6.0,37.0,39.0,7.0,7,31,0,1.0,0.0,-4.133333333333334,-6.933333333333334,1430.43,1349.8,0.68809256542,1.0,0
221,1979-12-16,1979,16,PIT,BUF,PIT,-12.0,39.0,38.0,13.0,28,0,0,1.0,0.0,8.4,1.1333333333333333,1687.254,1454.285,0.847901696258,0.0,1
222,1979-12-16,1979,16,TB,KC,TB,-3.0,33.0,67.0,8.0,3,0,0,1.0,0.0,2.2,-1.4,1418.369,1467.423,0.476604847397,0.0,1
223,1979-12-17,1979,16,LAC,DEN,LAC,-6.0,38.0,61.0,7.0,17,7,0,1.0,0.0,10.333333333333334,2.466666666666667,1666.645,1602.472,0.674587810506,0.0,1
224,1980-01-20,1979,21,LAR,PIT,PIT,-10.5,36.0,67.0,30.0,19,31,1,0.0,1.0,0.875,9.625,1566.226,1726.502,0.21422745448,1.0,0
225,1980-09-07,1980,1,BUF,MIA,MIA,-3.0,35.0,64.0,8.0,17,7,0,0.0,1.0,-0.6875,5.25,1465.161,1546.464,0.461702659201,0.0,1
226,1980-09-07,1980,1,CIN,TB,TB,-1.0,34.0,72.0,9.0,12,17,0,0.0,1.0,-5.25,2.25,1470.732,1460.77,0.561730062437,0.0,0
227,1980-09-07,1980,1,GB,CHI,CHI,-6.0,35.0,65.0,5.0,12,6,0,0.0,1.0,-4.375,3.5625,1428.338,1516.573,0.450850990601,0.0,1
229,1980-09-07,1980,1,LAR,DET,LAR,-9.0,38.0,66.0,11.0,20,41,0,1.0,0.0,0.11764705882352941,-9.125,1536.751,1380.659,0.769404559185,1.0,0
230,1980-09-07,1980,1,MIN,ATL,MIN,-4.0,42.0,73.0,8.0,24,23,0,1.0,0.0,-4.875,-5.5,1452.529,1427.176,0.621037186329,1.0,1
231,1980-09-07,1980,1,NE,CLE,NE,-6.0,38.0,73.0,12.0,34,17,0,1.0,0.0,5.3125,0.4375,1535.825,1523.143,0.599850065976,1.0,1
232,1980-09-07,1980,1,NO,SF,NO,-4.0,45.0,72.0,0.0,23,26,0,1.0,0.0,0.625,-6.75,1505.008,1364.838,0.759191688021,1.0,0
233,1980-09-07,1980,1,NYJ,IND,NYJ,-6.0,41.0,75.0,12.0,14,17,0,1.0,0.0,-2.875,-5.0,1500.393,1433.619,0.665361156427,0.0,0
234,1980-09-07,1980,1,PHI,DEN,PHI,-3.0,38.0,76.0,11.0,27,6,0,1.0,0.0,3.5625,1.6875,1554.51,1550.319,0.614952376222,0.0,1
235,1980-09-07,1980,1,PIT,TEN,PIT,-7.0,40.0,70.0,8.0,31,17,0,1.0,0.0,9.764705882352942,1.9375,1661.735,1579.149,0.677720059284,1.0,1
236,1980-09-07,1980,1,SEA,LAC,LAC,-2.0,45.0,72.0,0.0,13,34,0,0.0,1.0,0.375,10.3125,1532.664,1609.009,0.488072727732,1.0,0
237,1980-09-07,1980,1,ARI,NYG,ARI,-7.0,42.0,80.0,14.0,35,41,0,1.0,0.0,-3.1875,-5.375,1457.916,1423.201,0.653586963952,1.0,0
238,1980-09-08,1980,1,WAS,DAL,WAS,-2.0,45.0,78.0,9.0,3,17,0,1.0,0.0,3.3125,3.625,1544.372,1575.964,0.607136037796,0.0,0
239,1980-09-11,1980,2,TB,LAR,TB,-3.0,40.0,76.0,7.0,10,9,0,1.0,0.0,5.0,-21.0,1483.261,1483.06,0.622577741083,0.0,1
240,1980-09-14,1980,2,IND,PIT,PIT,-7.0,40.0,77.0,7.0,17,20,0,0.0,1.0,3.0,14.0,1453.705,1676.937,0.276226530311,0.0,0
241,1980-09-14,1980,2,BUF,NYJ,PICK,0.0,34.0,68.0,13.0,20,10,0,0.0,0.0,10.0,-3.0,1490.452,1480.308,0.588654312914,0.0,1
242,1980-09-14,1980,2,CHI,NO,CHI,-4.0,37.0,67.0,10.0,22,3,0,1.0,0.0,-6.0,-3.0,1495.593,1481.612,0.584538523498,0.0,1
243,1980-09-14,1980,2,DEN,DAL,DEN,-2.0,40.0,67.0,8.0,41,20,0,1.0,0.0,-21.0,14.0,1526.242,1606.098,0.500358919202,1.0,1
244,1980-09-14,1980,2,GB,DET,DET,-4.0,38.0,64.0,14.0,7,29,0,0.0,1.0,6.0,21.0,1449.318,1434.349,0.554172069886,0.0,0
245,1980-09-14,1980,2,KC,SEA,KC,-2.0,38.0,68.0,9.0,16,17,0,1.0,0.0,-13.0,-21.0,1445.69,1502.916,0.516660903995,0.0,0
246,1980-09-14,1980,2,MIA,CIN,MIA,-7.0,35.0,77.0,8.0,17,16,0,1.0,0.0,-10.0,-5.0,1521.173,1448.241,0.573114238718,0.0,1
247,1980-09-14,1980,2,MIN,PHI,MIN,-4.0,40.0,57.0,12.0,7,42,0,1.0,0.0,1.0,21.0,1457.493,1578.588,0.420189641465,1.0,0
248,1980-09-14,1980,2,NE,ATL,NE,-8.0,49.0,69.0,13.0,21,37,0,1.0,0.0,17.0,-1.0,1557.603,1422.211,0.760303183602,1.0,0
249,1980-09-14,1980,2,NYG,WAS,WAS,-4.0,38.0,74.0,12.0,21,23,0,0.0,1.0,6.0,-14.0,1449.279,1514.238,0.501728344,1.0,0
251,1980-09-14,1980,2,SF,ARI,SF,-3.0,42.0,58.0,16.0,24,21,0,1.0,0.0,3.0,-6.0,1388.234,1431.839,0.510907693532,1.0,1
252,1980-09-15,1980,2,CLE,TEN,TEN,-4.0,44.0,62.0,12.0,7,16,0,0.0,1.0,-17.0,-14.0,1501.365,1563.946,0.48838250049,0.0,0
253,1980-09-21,1980,3,ATL,MIA,ATL,-3.0,40.0,77.0,8.0,17,20,0,1.0,0.0,7.5,-4.5,1469.602,1525.234,0.51416934943,0.0,0
254,1980-09-21,1980,3,CHI,MIN,CHI,-6.0,39.0,77.0,14.0,14,34,0,1.0,0.0,6.5,-17.0,1518.049,1428.142,0.677789068653,1.0,0
255,1980-09-21,1980,3,CIN,PIT,PIT,-7.0,39.0,76.0,12.0,30,28,0,0.0,1.0,-3.0,8.5,1444.18,1684.356,0.324221877372,1.0,1
256,1980-09-21,1980,3,CLE,KC,CLE,-4.0,38.0,76.0,17.0,20,13,0,1.0,0.0,-13.0,-7.0,1478.154,1438.578,0.617088536305,0.0,1
257,1980-09-21,1980,3,DAL,TB,DAL,-7.0,36.0,86.0,19.0,28,17,0,1.0,0.0,-3.5,3.0,1573.648,1488.744,0.655748455068,1.0,1
258,1980-09-21,1980,3,DEN,LAC,DEN,-2.0,47.0,66.0,9.0,13,30,0,1.0,0.0,0.0,13.5,1558.692,1650.461,0.431507283143,0.0,0
259,1980-09-21,1980,3,DET,ARI,DET,-7.5,42.0,72.0,0.0,20,7,0,1.0,0.0,21.5,-4.5,1474.246,1418.954,0.67555413074,0.0,1
260,1980-09-21,1980,3,TEN,IND,TEN,-7.0,35.0,72.0,0.0,21,16,0,1.0,0.0,-2.5,0.0,1587.158,1446.286,0.753849506565,1.0,1
261,1980-09-21,1980,3,LAR,GB,LAR,-14.0,38.0,67.0,9.0,51,21,0,1.0,0.0,-11.0,-8.0,1477.577,1409.421,0.642229661897,1.0,1
262,1980-09-21,1980,3,NO,BUF,NO,-2.0,40.0,72.0,0.0,26,35,0,1.0,0.0,-11.0,10.0,1459.156,1508.7,0.518034875706,1.0,0
263,1980-09-21,1980,3,NYJ,SF,NYJ,-5.0,39.0,74.0,14.0,27,37,0,1.0,0.0,-6.5,3.0,1462.059,1401.119,0.661857864882,1.0,0
265,1980-09-21,1980,3,SEA,NE,SEA,-2.0,47.0,72.0,0.0,31,37,0,1.0,0.0,-10.0,0.5,1510.027,1510.213,0.579893033341,1.0,0
266,1980-09-22,1980,3,PHI,NYG,PHI,-10.0,40.0,79.0,8.0,35,3,0,1.0,0.0,28.0,2.0,1607.939,1438.291,0.796813920605,0.0,1
267,1980-09-28,1980,4,IND,NYJ,IND,-4.0,38.0,59.0,8.0,35,21,0,1.0,0.0,-1.6666666666666667,-7.666666666666667,1438.613,1427.788,0.589426176695,1.0,1
269,1980-09-28,1980,4,CIN,TEN,TEN,-3.0,36.0,58.0,6.0,10,13,0,0.0,1.0,-1.3333333333333333,0.0,1461.672,1594.83,0.329052296235,0.0,0
270,1980-09-28,1980,4,DET,MIN,DET,-6.0,43.0,72.0,0.0,27,7,0,1.0,0.0,18.666666666666668,-4.666666666666667,1490.936,1474.6,0.635231693642,0.0,1
271,1980-09-28,1980,4,GB,DAL,DAL,-10.0,42.0,55.0,9.0,7,28,0,0.0,1.0,-15.333333333333334,1.3333333333333333,1388.877,1587.454,0.309314452838,0.0,0
272,1980-09-28,1980,4,KC,LAC,LAC,-6.0,42.0,58.0,8.0,7,24,0,0.0,1.0,-7.0,14.666666666666666,1424.528,1676.821,0.274030206505,0.0,0
273,1980-09-28,1980,4,MIA,NO,MIA,-7.0,39.0,85.0,10.0,21,16,0,1.0,0.0,-2.0,-10.333333333333334,1539.532,1434.936,0.645196733823,0.0,1
274,1980-09-28,1980,4,NYG,LAR,LAR,-5.0,42.0,61.0,11.0,7,28,0,0.0,1.0,-9.333333333333334,2.6666666666666665,1425.29,1498.121,0.486883278085,0.0,0
275,1980-09-28,1980,4,PIT,CHI,PIT,-13.0,39.0,58.0,6.0,38,3,0,1.0,0.0,5.0,-2.3333333333333335,1666.864,1471.591,0.826305809735,1.0,1
276,1980-09-28,1980,4,SF,ATL,SF,-3.0,50.0,60.0,19.0,17,20,0,1.0,0.0,5.333333333333333,4.0,1435.39,1455.304,0.545194355219,0.0,0
277,1980-09-28,1980,4,ARI,PHI,PHI,-6.0,44.0,63.0,7.0,24,14,0,0.0,1.0,-7.333333333333333,29.333333333333332,1402.265,1620.94,0.296691906996,0.0,1
278,1980-09-28,1980,4,TB,CLE,TB,-3.0,35.0,81.0,7.0,27,34,0,1.0,0.0,-1.6666666666666667,-6.333333333333333,1474.938,1492.204,0.571873211968,1.0,0
279,1980-09-28,1980,4,WAS,SEA,WAS,-4.0,42.0,64.0,8.0,0,14,0,1.0,0.0,-5.0,-8.666666666666666,1515.676,1486.28,0.625248082395,0.0,0
280,1980-09-29,1980,4,NE,DEN,NE,-4.0,48.0,53.0,14.0,23,14,0,1.0,0.0,2.3333333333333335,-5.666666666666667,1533.96,1532.332,0.628331407563,0.0,1
281,1980-10-05,1980,5,ATL,DET,DET,-2.0,42.0,60.0,12.0,43,28,0,0.0,1.0,3.75,19.0,1471.284,1513.545,0.503920525565,1.0,1
282,1980-10-05,1980,5,CLE,DEN,CLE,-4.0,42.0,41.0,10.0,16,19,0,1.0,0.0,-3.0,-6.5,1516.361,1514.217,0.627100254618,0.0,0
283,1980-10-05,1980,5,DAL,NYG,DAL,-12.0,42.0,69.0,10.0,24,3,0,1.0,0.0,6.25,-12.25,1605.912,1395.183,0.835541238552,0.0,1
284,1980-10-05,1980,5,GB,CIN,CIN,-7.0,38.0,39.0,7.0,14,9,0,0.0,1.0,-16.75,-1.75,1370.418,1450.83,0.368414340186,0.0,1
285,1980-10-05,1980,5,TEN,SEA,TEN,-7.0,37.0,72.0,0.0,7,26,0,1.0,0.0,0.75,-3.0,1605.672,1522.078,0.718588014462,0.0,0
286,1980-10-05,1980,5,LAR,SF,LAR,-9.0,48.0,65.0,7.0,48,26,0,1.0,0.0,7.25,3.25,1528.228,1419.411,0.713407380238,1.0,1
287,1980-10-05,1980,5,MIA,IND,MIA,-1.0,36.0,79.0,8.0,17,30,0,1.0,0.0,-0.25,2.25,1548.636,1459.167,0.69518738002,1.0,0
288,1980-10-05,1980,5,MIN,PIT,PIT,-8.0,46.0,45.0,11.0,17,23,0,0.0,1.0,-8.5,12.5,1451.99,1678.572,0.256864173964,0.0,0
289,1980-10-05,1980,5,NO,ARI,ARI,-1.0,45.0,72.0,0.0,7,40,0,0.0,1.0,-9.0,-3.0,1425.832,1438.757,0.536728913359,1.0,0
290,1980-10-05,1980,5,NYJ,NE,NE,-4.0,49.0,58.0,11.0,11,21,0,0.0,1.0,-9.25,4.0,1407.234,1552.075,0.375946514148,0.0,0
292,1980-10-05,1980,5,PHI,WAS,PHI,-7.0,35.0,54.0,6.0,24,14,0,1.0,0.0,19.5,-7.25,1584.447,1479.878,0.739699927849,1.0,1
293,1980-10-05,1980,5,LAC,BUF,LAC,-7.0,44.0,68.0,10.0,24,26,0,1.0,0.0,15.25,11.5,1690.345,1559.142,0.743827390497,1.0,0
294,1980-10-06,1980,5,CHI,TB,TB,-1.0,35.0,49.0,14.0,23,0,0,0.0,1.0,-10.5,-3.0,1459.883,1450.78,0.559383500922,0.0,1
295,1980-10-12,1980,6,ATL,NYJ,ATL,-7.0,46.0,59.0,12.0,7,14,0,1.0,0.0,6.0,-9.4,1496.932,1389.321,0.725487286064,0.0,0
296,1980-10-12,1980,6,BUF,IND,BUF,-3.0,40.0,49.0,12.0,12,17,0,1.0,0.0,9.6,4.4,1577.373,1499.399,0.657118922348,0.0,0
297,1980-10-12,1980,6,DAL,SF,DAL,-9.0,48.0,64.0,7.0,59,14,0,1.0,0.0,9.2,-1.8,1615.239,1403.787,0.834223498582,1.0,1
298,1980-10-12,1980,6,DET,NO,DET,-11.0,45.0,72.0,0.0,24,13,0,1.0,0.0,12.2,-13.8,1487.896,1384.34,0.764746054061,0.0,1
299,1980-10-12,1980,6,KC,TEN,TEN,-4.0,36.0,50.0,6.0,21,20,0,0.0,1.0,-4.8,-3.2,1456.049,1560.585,0.438423948606,1.0,1
300,1980-10-12,1980,6,MIN,CHI,MIN,-3.0,38.0,38.0,7.0,13,7,0,1.0,0.0,-8.0,-3.8,1441.734,1484.168,0.509753029171,0.0,1
301,1980-10-12,1980,6,NE,MIA,NE,-7.0,43.0,58.0,14.0,34,0,0,1.0,0.0,5.2,-2.8,1569.988,1508.404,0.663570444714,0.0,1
302,1980-10-12,1980,6,NYG,PHI,PHI,-8.0,41.0,57.0,16.0,16,31,0,0.0,1.0,-14.0,17.6,1385.856,1596.632,0.264820839368,1.0,0
304,1980-10-12,1980,6,PIT,CIN,PIT,-13.0,40.0,44.0,13.0,16,17,0,1.0,0.0,11.2,-2.4,1688.829,1431.986,0.837649393157,0.0,0
305,1980-10-12,1980,6,SEA,CLE,SEA,-4.0,40.0,72.0,0.0,3,27,0,1.0,0.0,1.4,-3.0,1567.165,1499.332,0.674284699087,0.0,0
306,1980-10-12,1980,6,ARI,LAR,LAR,-3.0,49.0,49.0,10.0,13,21,0,0.0,1.0,4.2,10.2,1480.249,1543.852,0.497853390617,0.0,0
307,1980-10-12,1980,6,TB,GB,TB,-8.0,36.0,73.0,7.0,14,14,0,1.0,0.0,-7.0,-12.4,1426.495,1389.262,0.646727125087,0.0,0
308,1980-10-13,1980,6,DEN,WAS,DEN,-6.0,35.0,61.0,10.0,20,17,0,1.0,0.0,-4.6,-7.8,1531.246,1467.693,0.656666521362,1.0,1
309,1980-10-19,1980,7,IND,NE,IND,-3.0,43.0,62.0,7.0,21,37,0,1.0,0.0,4.5,10.0,1526.031,1591.873,0.526950601671,1.0,0
310,1980-10-19,1980,7,CHI,DET,DET,-3.0,40.0,47.0,13.0,24,7,0,0.0,1.0,-4.166666666666667,12.0,1466.156,1500.583,0.483622045456,0.0,1
311,1980-10-19,1980,7,CIN,MIN,CIN,-4.0,36.0,49.0,10.0,14,0,0,1.0,0.0,-1.8333333333333333,-5.666666666666667,1446.023,1459.746,0.628083567077,0.0,1
312,1980-10-19,1980,7,CLE,GB,CLE,-9.0,37.0,46.0,12.0,26,21,0,1.0,0.0,1.5,-10.333333333333334,1546.084,1393.624,0.76464069524,1.0,1
313,1980-10-19,1980,7,DEN,KC,DEN,-4.0,40.0,49.0,8.0,17,23,0,1.0,0.0,-3.3333333333333335,-3.8333333333333335,1539.707,1463.907,0.71170940605,0.0,0
314,1980-10-19,1980,7,TEN,TB,TEN,-9.0,34.0,72.0,0.0,20,14,0,1.0,0.0,-2.8333333333333335,-5.833333333333333,1552.727,1422.133,0.736361365966,0.0,1
315,1980-10-19,1980,7,MIA,BUF,BUF,-2.0,35.0,80.0,8.0,17,14,0,0.0,1.0,-8.0,7.166666666666667,1486.519,1550.741,0.41410839909,0.0,1
316,1980-10-19,1980,7,NO,ATL,ATL,-3.0,44.0,72.0,0.0,14,41,0,0.0,1.0,-13.333333333333334,3.8333333333333335,1371.654,1463.997,0.440313430108,1.0,0
317,1980-10-19,1980,7,NYJ,SEA,NYJ,-2.0,38.0,62.0,14.0,17,27,0,1.0,0.0,-6.666666666666667,-2.8333333333333335,1422.256,1520.414,0.444718729633,1.0,0
318,1980-10-19,1980,7,PHI,DAL,PHI,-3.0,41.0,61.0,9.0,17,10,0,1.0,0.0,17.166666666666668,15.166666666666666,1612.323,1626.748,0.554190137125,0.0,1
319,1980-10-19,1980,7,LAC,NYG,LAC,-15.0,47.0,67.0,9.0,44,7,0,1.0,0.0,7.5,-14.166666666666666,1634.991,1370.166,0.876511009025,1.0,1
320,1980-10-19,1980,7,SF,LAR,LAR,-9.0,50.0,55.0,11.0,17,31,0,0.0,1.0,-9.0,9.833333333333334,1392.278,1565.926,0.23414362812,0.0,0
321,1980-10-19,1980,7,WAS,ARI,WAS,-4.0,39.0,66.0,9.0,23,0,0,1.0,0.0,-7.0,2.1666666666666665,1459.232,1458.175,0.560600695252,0.0,1
323,1980-10-26,1980,8,ATL,LAR,LAR,-3.0,43.0,48.0,11.0,13,10,0,0.0,1.0,7.142857142857143,10.428571428571429,1494.325,1583.915,0.444745839538,0.0,1
324,1980-10-26,1980,8,IND,ARI,IND,-8.0,41.0,45.0,24.0,10,17,0,1.0,0.0,1.5714285714285714,-1.4285714285714286,1497.779,1433.117,0.683506928247,0.0,0
325,1980-10-26,1980,8,BUF,NE,NE,-2.0,42.0,41.0,26.0,31,13,0,0.0,1.0,5.714285714285714,10.857142857142858,1536.914,1620.126,0.463938408264,1.0,1
326,1980-10-26,1980,8,CLE,PIT,PIT,-3.0,44.0,37.0,25.0,27,26,0,0.0,1.0,2.0,6.285714285714286,1553.336,1632.925,0.68627989388,1.0,1
327,1980-10-26,1980,8,DAL,LAC,DAL,-2.0,45.0,55.0,9.0,42,31,0,1.0,0.0,12.0,11.714285714285714,1609.359,1643.233,0.536368747445,1.0,1
328,1980-10-26,1980,8,GB,MIN,GB,-1.0,36.0,35.0,16.0,16,3,0,1.0,0.0,-9.571428571428571,-6.857142857142857,1386.371,1437.16,0.541704601027,0.0,1
329,1980-10-26,1980,8,TEN,CIN,TEN,-6.0,35.0,72.0,0.0,23,3,0,1.0,0.0,-1.5714285714285714,0.42857142857142855,1561.48,1468.609,0.659055678818,0.0,1
330,1980-10-26,1980,8,KC,DET,KC,-3.0,40.0,37.0,10.0,20,17,0,1.0,0.0,-2.4285714285714284,7.857142857142857,1492.689,1474.577,0.591786585924,0.0,1
331,1980-10-26,1980,8,NYG,DEN,DEN,-6.0,40.0,47.0,30.0,9,14,0,0.0,1.0,-17.428571428571427,-3.7142857142857144,1361.924,1510.925,0.317301350945,0.0,0
333,1980-10-26,1980,8,PHI,CHI,PHI,-7.0,34.0,45.0,21.0,17,14,0,1.0,0.0,15.714285714285714,-1.1428571428571428,1629.712,1492.161,0.751660644471,0.0,1
